"SMQ890.Code.or.Value","SMQ890.Value.Description","SMQ890.Count","SMQ890.Cumulative","SMQ890.Skip.to.Item"
"1","Yes",2095,2095,""
"2","No",3759,5854,"SMQ900"
"7","Refused",0,5854,"SMQ900"
"9","Don't know",2,5856,"SMQ900"
".","Missing",868,6724,""
