"TYXP154.Code.or.Value","TYXP154.Value.Description","TYXP154.Count","TYXP154.Cumulative","TYXP154.Skip.to.Item"
"-297 to 123","Range of Values",2986,2986,NA
".","Missing",2599,5585,NA
