"TYXP231.Code.or.Value","TYXP231.Value.Description","TYXP231.Count","TYXP231.Cumulative","TYXP231.Skip.to.Item"
"-297 to 146","Range of Values",119,119,NA
".","Missing",5466,5585,NA
