"AUDTYR72.Code.or.Value","AUDTYR72.Value.Description","AUDTYR72.Count","AUDTYR72.Cumulative","AUDTYR72.Skip.to.Item"
"0 to 1.44","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
