"AUDTYR25.Code.or.Value","AUDTYR25.Value.Description","AUDTYR25.Count","AUDTYR25.Cumulative","AUDTYR25.Skip.to.Item"
"0 to 2.13","Range of Values",3840,3840,NA
".","Missing",660,4500,NA
