"AUXRR102.Code.or.Value","AUXRR102.Value.Description","AUXRR102.Count","AUXRR102.Cumulative","AUXRR102.Skip.to.Item"
"-58 to 64","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
