"TYXP196.Code.or.Value","TYXP196.Value.Description","TYXP196.Count","TYXP196.Cumulative","TYXP196.Skip.to.Item"
"-294 to 118","Range of Values",427,427,NA
".","Missing",5158,5585,NA
