"WBXA071.Code.or.Value","WBXA071.Value.Description","WBXA071.Count","WBXA071.Cumulative","WBXA071.Skip.to.Item"
"-0.33 to 1","Range of Values",5682,5682,NA
".","Missing",0,5682,NA
