"MCQ500.Code.or.Value","MCQ500.Value.Description","MCQ500.Count","MCQ500.Cumulative","MCQ500.Skip.to.Item"
"1","Yes",4,4,""
"2","No",1190,1194,"MCQ515"
"7","Refused",0,1194,"MCQ515"
"9","Don't know",0,1194,"MCQ515"
".","Missing",7703,8897,""
