"TYXP095.Code.or.Value","TYXP095.Value.Description","TYXP095.Count","TYXP095.Cumulative","TYXP095.Skip.to.Item"
"-298 to 133","Range of Values",5570,5570,NA
".","Missing",15,5585,NA
