"TYXA138.Code.or.Value","TYXA138.Value.Description","TYXA138.Count","TYXA138.Cumulative","TYXA138.Skip.to.Item"
"0.09 to 6.376","Range of Values",4315,4315,NA
".","Missing",1270,5585,NA
