"CIQD012.Code.or.Value","CIQD012.Value.Description","CIQD012.Count","CIQD012.Cumulative","CIQD012.Skip.to.Item"
"1","Yes",10,10,NA
"2","No",5,15,NA
"7","Refuse",0,15,NA
"9","Don't know",0,15,NA
".","Missing",835,850,NA
