"AUXLR241.Code.or.Value","AUXLR241.Value.Description","AUXLR241.Count","AUXLR241.Cumulative","AUXLR241.Skip.to.Item"
"-24 to 60","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
