"TYXP218.Code.or.Value","TYXP218.Value.Description","TYXP218.Count","TYXP218.Cumulative","TYXP218.Skip.to.Item"
"-297 to 175","Range of Values",191,191,NA
".","Missing",5394,5585,NA
