"TYXP211.Code.or.Value","TYXP211.Value.Description","TYXP211.Count","TYXP211.Cumulative","TYXP211.Skip.to.Item"
"-293 to 169","Range of Values",234,234,NA
".","Missing",5351,5585,NA
