"CIQD059.Code.or.Value","CIQD059.Value.Description","CIQD059.Count","CIQD059.Cumulative","CIQD059.Skip.to.Item"
"1","Yes",16,16,""
"2","No",45,61,"CIQD061"
"7","Refuse",0,61,"CIQD061"
"9","Don't know",0,61,"CIQD061"
".","Missing",789,850,""
