"SXQ220.Code.or.Value","SXQ220.Value.Description","SXQ220.Count","SXQ220.Cumulative","SXQ220.Skip.to.Item"
"0 to 15","Range of Values",1218,1218,NA
"77777","Refused",1,1219,NA
"99999","Don't know",0,1219,NA
".","Missing",1773,2992,NA
