"AUXLR276.Code.or.Value","AUXLR276.Value.Description","AUXLR276.Count","AUXLR276.Cumulative","AUXLR276.Skip.to.Item"
"-26 to 72","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
