"TYXA091.Code.or.Value","TYXA091.Value.Description","TYXA091.Count","TYXA091.Cumulative","TYXA091.Skip.to.Item"
"0.09 to 6.417","Range of Values",5570,5570,NA
".","Missing",15,5585,NA
