"RFXT069.Code.or.Value","RFXT069.Value.Description","RFXT069.Count","RFXT069.Cumulative","RFXT069.Skip.to.Item"
"593 to 601","Range of Values",33697,33697,NA
".","Missing",24,33721,NA
