"PSQ280.Code.or.Value","PSQ280.Value.Description","PSQ280.Count","PSQ280.Cumulative","PSQ280.Skip.to.Item"
"1","True",21,21,NA
"2","False",1,22,NA
"7","Refused",0,22,NA
"9","Don't know",2,24,NA
".","Missing",28,52,NA
