"CBQ606.Code.or.Value","CBQ606.Value.Description","CBQ606.Count","CBQ606.Cumulative","CBQ606.Skip.to.Item"
"1","Yes",489,489,NA
"2","No",870,1359,NA
"7","Refused",0,1359,NA
"9","Don't know",1,1360,NA
".","Missing",7894,9254,NA
