"TYXP115.Code.or.Value","TYXP115.Value.Description","TYXP115.Count","TYXP115.Cumulative","TYXP115.Skip.to.Item"
"-299 to 118","Range of Values",5486,5486,NA
".","Missing",99,5585,NA
