"AUXRR131.Code.or.Value","AUXRR131.Value.Description","AUXRR131.Count","AUXRR131.Cumulative","AUXRR131.Skip.to.Item"
"-45 to 62","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
