"TYXA130.Code.or.Value","TYXA130.Value.Description","TYXA130.Count","TYXA130.Cumulative","TYXA130.Skip.to.Item"
"0.09 to 8.565","Range of Values",5006,5006,NA
".","Missing",579,5585,NA
