"TYXP254.Code.or.Value","TYXP254.Value.Description","TYXP254.Count","TYXP254.Cumulative","TYXP254.Skip.to.Item"
"-298 to 152","Range of Values",72,72,NA
".","Missing",5513,5585,NA
