"SXQ150.Code.or.Value","SXQ150.Value.Description","SXQ150.Count","SXQ150.Cumulative","SXQ150.Skip.to.Item"
"0 to 15","Range of Values",1326,1326,NA
"77777","Refused",0,1326,NA
"99999","Don't know",0,1326,NA
".","Missing",1666,2992,NA
