"TYXP120.Code.or.Value","TYXP120.Value.Description","TYXP120.Count","TYXP120.Cumulative","TYXP120.Skip.to.Item"
"-299 to 94","Range of Values",5390,5390,NA
".","Missing",195,5585,NA
