"AUXLR128.Code.or.Value","AUXLR128.Value.Description","AUXLR128.Count","AUXLR128.Cumulative","AUXLR128.Skip.to.Item"
"-54 to 60","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
