"AUXRR284.Code.or.Value","AUXRR284.Value.Description","AUXRR284.Count","AUXRR284.Cumulative","AUXRR284.Skip.to.Item"
"-9 to 100","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
