"KIQ282.Code.or.Value","KIQ282.Value.Description","KIQ282.Count","KIQ282.Cumulative","KIQ282.Skip.to.Item"
"1","Yes",53,53,NA
"2","No",1,54,NA
"7","Refused",0,54,NA
"9","Don't know",0,54,NA
".","Missing",1922,1976,NA
