"RFXC008.Code.or.Value","RFXC008.Value.Description","RFXC008.Count","RFXC008.Cumulative","RFXC008.Skip.to.Item"
"-4.318 to 4.212","Range of Values",33721,33721,NA
".","Missing",0,33721,NA
