"AUQ520.Code.or.Value","AUQ520.Value.Description","AUQ520.Count","AUQ520.Cumulative","AUQ520.Skip.to.Item"
"1","Yes",560,560,NA
"2","No",1412,1972,NA
"7","Refused",0,1972,NA
"9","Don't know",2,1974,NA
".","Missing",1157,3131,NA
