"RFXC142.Code.or.Value","RFXC142.Value.Description","RFXC142.Count","RFXC142.Cumulative","RFXC142.Skip.to.Item"
"-6.012 to 7.717","Range of Values",33673,33673,NA
".","Missing",48,33721,NA
