"SMQ180.Code.or.Value","SMQ180.Value.Description","SMQ180.Count","SMQ180.Cumulative","SMQ180.Skip.to.Item"
"1","Yes",194,194,""
"2","No",4844,5038,"SMQ210"
"7","Refused",1,5039,"SMQ210"
"9","Don't know",1,5040,"SMQ210"
".","Missing",1,5041,""
