"SXQ470.Code.or.Value","SXQ470.Value.Description","SXQ470.Count","SXQ470.Cumulative","SXQ470.Skip.to.Item"
"0 to 700","Range of Values",1296,1296,NA
"77777","Refused",1,1297,NA
"99999","Don't know",2,1299,NA
".","Missing",3326,4625,NA
