"RFXC020.Code.or.Value","RFXC020.Value.Description","RFXC020.Count","RFXC020.Cumulative","RFXC020.Skip.to.Item"
"-7.265 to 5.343","Range of Values",33711,33711,NA
".","Missing",10,33721,NA
