"TYXP187.Code.or.Value","TYXP187.Value.Description","TYXP187.Count","TYXP187.Cumulative","TYXP187.Skip.to.Item"
"-296 to 142","Range of Values",679,679,NA
".","Missing",4906,5585,NA
