"TYXP206.Code.or.Value","TYXP206.Value.Description","TYXP206.Count","TYXP206.Cumulative","TYXP206.Skip.to.Item"
"-293 to 97","Range of Values",297,297,NA
".","Missing",5288,5585,NA
