"AUXLR138.Code.or.Value","AUXLR138.Value.Description","AUXLR138.Count","AUXLR138.Cumulative","AUXLR138.Skip.to.Item"
"-23 to 74","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
