"TYXP040.Code.or.Value","TYXP040.Value.Description","TYXP040.Count","TYXP040.Cumulative","TYXP040.Skip.to.Item"
"-33 to 190","Range of Values",5583,5583,NA
".","Missing",2,5585,NA
