"RHQ395.Code.or.Value","RHQ395.Value.Description","RHQ395.Count","RHQ395.Cumulative","RHQ395.Skip.to.Item"
"1","Yes",70,70,NA
"2","No",2248,2318,NA
"7","Refused",0,2318,NA
"9","Don't know",6,2324,NA
".","Missing",974,3298,NA
