"TYXA171.Code.or.Value","TYXA171.Value.Description","TYXA171.Count","TYXA171.Cumulative","TYXA171.Skip.to.Item"
"0.09 to 6.38","Range of Values",1350,1350,NA
".","Missing",4235,5585,NA
