"AUXLR104.Code.or.Value","AUXLR104.Value.Description","AUXLR104.Count","AUXLR104.Cumulative","AUXLR104.Skip.to.Item"
"-59 to 130","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
