"AUXLR125.Code.or.Value","AUXLR125.Value.Description","AUXLR125.Count","AUXLR125.Cumulative","AUXLR125.Skip.to.Item"
"-68 to 65","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
