"TYXA200.Code.or.Value","TYXA200.Value.Description","TYXA200.Count","TYXA200.Cumulative","TYXA200.Skip.to.Item"
"0.09 to 5.548","Range of Values",427,427,NA
".","Missing",5158,5585,NA
