"FSD200.Code.or.Value","FSD200.Value.Description","FSD200.Count","FSD200.Cumulative","FSD200.Skip.to.Item"
"1","Yes",802,802,NA
"2","No",133,935,NA
"7","Refused",0,935,NA
"9","Don't know",3,938,NA
".","Missing",9410,10348,NA
