"TYXP072.Code.or.Value","TYXP072.Value.Description","TYXP072.Count","TYXP072.Cumulative","TYXP072.Skip.to.Item"
"-209 to 156","Range of Values",5581,5581,NA
".","Missing",4,5585,NA
