"SXQ241.Code.or.Value","SXQ241.Value.Description","SXQ241.Count","SXQ241.Cumulative","SXQ241.Skip.to.Item"
"0 to 8","Range of Values",486,486,""
"77777","Refused",0,486,"SXQ260"
"99999","Don't know",0,486,"SXQ260"
".","Missing",2506,2992,""
