"AUXRR143.Code.or.Value","AUXRR143.Value.Description","AUXRR143.Count","AUXRR143.Cumulative","AUXRR143.Skip.to.Item"
"-38 to 100","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
