"AUDTYL25.Code.or.Value","AUDTYL25.Value.Description","AUDTYL25.Count","AUDTYL25.Cumulative","AUDTYL25.Skip.to.Item"
"0 to 2.44","Range of Values",3834,3834,NA
".","Missing",666,4500,NA
