"AUXLR111.Code.or.Value","AUXLR111.Value.Description","AUXLR111.Count","AUXLR111.Cumulative","AUXLR111.Skip.to.Item"
"-55 to 66","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
