"AUXRR247.Code.or.Value","AUXRR247.Value.Description","AUXRR247.Count","AUXRR247.Cumulative","AUXRR247.Skip.to.Item"
"-16 to 65","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
