"AUXRR246.Code.or.Value","AUXRR246.Value.Description","AUXRR246.Count","AUXRR246.Cumulative","AUXRR246.Skip.to.Item"
"-18 to 81","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
