"TYXP125.Code.or.Value","TYXP125.Value.Description","TYXP125.Count","TYXP125.Cumulative","TYXP125.Skip.to.Item"
"-299 to 69","Range of Values",5245,5245,NA
".","Missing",340,5585,NA
