"AUXRR177.Code.or.Value","AUXRR177.Value.Description","AUXRR177.Count","AUXRR177.Cumulative","AUXRR177.Skip.to.Item"
"-28 to 117","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
