"AUXRR251.Code.or.Value","AUXRR251.Value.Description","AUXRR251.Count","AUXRR251.Cumulative","AUXRR251.Skip.to.Item"
"-21 to 127","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
