"AUXLR261.Code.or.Value","AUXLR261.Value.Description","AUXLR261.Count","AUXLR261.Cumulative","AUXLR261.Skip.to.Item"
"-24 to 71","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
