"AUXLR207.Code.or.Value","AUXLR207.Value.Description","AUXLR207.Count","AUXLR207.Cumulative","AUXLR207.Skip.to.Item"
"-43 to 54","Range of Values",3831,3831,NA
".","Missing",669,4500,NA
