"RFXC006.Code.or.Value","RFXC006.Value.Description","RFXC006.Count","RFXC006.Cumulative","RFXC006.Skip.to.Item"
"-4.318 to 3.922","Range of Values",33721,33721,NA
".","Missing",0,33721,NA
