"OHQ080.Code.or.Value","OHQ080.Value.Description","OHQ080.Count","OHQ080.Cumulative","OHQ080.Skip.to.Item"
"1","Yes",147,147,NA
"2","No",1718,1865,NA
"7","Refused",0,1865,NA
"9","Don't know",1,1866,NA
".","Missing",7364,9230,NA
