"TYXP167.Code.or.Value","TYXP167.Value.Description","TYXP167.Count","TYXP167.Cumulative","TYXP167.Skip.to.Item"
"-295 to 177","Range of Values",1708,1708,NA
".","Missing",3877,5585,NA
