"AUXRR262.Code.or.Value","AUXRR262.Value.Description","AUXRR262.Count","AUXRR262.Cumulative","AUXRR262.Skip.to.Item"
"-16 to 102","Range of Values",3836,3836,NA
".","Missing",664,4500,NA
