"CBQ030.Code.or.Value","CBQ030.Value.Description","CBQ030.Count","CBQ030.Cumulative","CBQ030.Skip.to.Item"
"1","Always",6037,6037,NA
"2","Most of the time",2238,8275,NA
"3","Sometimes",1644,9919,NA
"4","Rarely",336,10255,NA
"5","Never",162,10417,NA
"77","Refused",8,10425,NA
"99","Don't know",2,10427,NA
".","Missing",110,10537,NA
